autor,numero_episodio,titulo_episodio,cita,orden_cita,temporada
Ross,21,La clase de cocina,Mmm,8,8
Monica,21,La clase de cocina,(leyendo) ¡Oh querido Dios!,9,8
Ross,21,La clase de cocina,Pero la buena noticia es que nadie en un radio de dos cuadras lo sabrá jamás.,10,8
Monica,21,La clase de cocina,¿Qué pasa con el resto de Manhattan?,11,8
Ross,21,La clase de cocina,"Sí, todos lo saben.",12,8
Monica,21,La clase de cocina,"¡Dios mío, esto es horrible!",13,8
Chandler,21,La clase de cocina,Lo siento mucho.,14,8
Monica,21,La clase de cocina,¡Estoy tan humillada!,15,8
Rachel,21,La clase de cocina,"Sí, pero ya sabes lo que dicen, lunes: ""No existe la mala prensa"".",16,8
Monica,21,La clase de cocina,"¿No crees que umm, (leyendo) ""El Mahi Mahi del chef fue terriblemente horrible"" tiene mala prensa?",17,8
Rachel,21,La clase de cocina,Yo no lo escribí.,18,8
Monica,21,La clase de cocina,¿Tiene razón? ¿Soy realmenteSoy horrible?,19,8
All,21,La clase de cocina,¡No!,20,8
Joey,21,La clase de cocina,"¡Sí! ¡Sí Mónica! Escúchame, ¿vale? Y no solo digo esto porque sea tu amigo, lo digo porque es la verdad. ¡Tu comida es abismal!",21,8
Rachel,21,La clase de cocina,¡Ross!,23,8
Ross,21,La clase de cocina,(sorprendiéndolo) ¡¿Qué?! ¿Qué?,24,8
Rachel,21,La clase de cocina,¡Me estoy volviendo loco!,25,8
Ross,21,La clase de cocina,¿Lo eres?,26,8
Rachel,21,La clase de cocina,¡Mi fecha de parto es en una semana!,27,8
Ross,21,La clase de cocina,¿Qué estás haciendo levantado?,28,8
Rachel,21,La clase de cocina,¡Son siete días!,29,8
Ross,21,La clase de cocina,"Vale, mira, tomé mucha agua antes de acostarme. ¿Podemos hacer esto después",30,8
Rachel,21,La clase de cocina,"(interrumpiéndolo) ¡No-no-no-no-no Ross! ¡Por favor, vamos, no tenemos ninguna de las cosas grandes que necesitamos! ¡No hacemos un cambiador! ¡No tenemos cuna! ¡No tenemos servicio de pañales!",31,8
Ross,21,La clase de cocina,Es curioso que menciones los pañales.,32,8
Rachel,21,La clase de cocina,Lo digo en serio.,33,8
Ross,21,La clase de cocina,"Está bien, mira, no hay nada de qué preocuparse. Tenemos mucho tiempo. Hay una gran tienda de muebles para bebés en West 10th. Mañana iremos allí y te conseguiremos todo lo que necesites. ¿Bueno?",34,8
Rachel,21,La clase de cocina,Bueno. Gracias. Eso es genial. Gracias. ¡Espera-espera! ¿Dónde en la calle 10 oeste? Porque hay una zapatería realmente linda que tiene este pequeño,35,8
Ross,21,La clase de cocina,"(interrumpiéndola) Está bien. Bueno. Si, si vas a hacer esto, entonces yo haré aquello. (Señala el baño.) Entonces (Se dirige al baño.)",36,8
Rachel,21,La clase de cocina,"(deteniéndolo) ¡Oh, espera, Ross! ¡Lo siento, una cosa más!",37,8
Ross,21,La clase de cocina,(molesto) ¡Sí!,38,8
Rachel,21,La clase de cocina,"Umm, nuestra situación. Ya sabes umm, lo que significamos el uno para el otro. Y quiero decir que vamos a tener este bebé juntos y vivimos juntos. ¿No es eso, no es raro?",39,8
Ross,21,La clase de cocina,(aturdido) (piensa) Bueno uh,40,8
Rachel,21,La clase de cocina,¡Estoy bromeando! ¡Puedes ir a orinar! (Lo hace a toda prisa.),41,8
Joey,21,La clase de cocina,"(entrando) Hola Mónica, no lo recuerdo. ¿Dijimos que nos íbamos a ver aquí o en el cine?",42,8
Monica,21,La clase de cocina,"Dijimos en el cine, pero",43,8
Joey,21,La clase de cocina,"Está bien, te veré allí. (Empieza a irse)",44,8
Monica,21,La clase de cocina,Joey! (Regresa) Ahora que estás aquí,45,8
Joey,21,La clase de cocina,"Claro, puedo pasar el rato hasta que tenga que conocerte. (A Chandler) ¿Qué eh? ¿Cómo es que no vas?",46,8
Chandler,21,La clase de cocina,Tengo una entrevista de trabajo para la que debo prepararme.,47,8
Joey,21,La clase de cocina,Pensé que ya tenías un trabajo.,48,8
Chandler,21,La clase de cocina,"Y la gente dice que no prestas atención. No, este es un trabajo mucho mejor. Es vicepresidente de una empresa que realiza reconfiguración de datos y factoraje estadístico para otras empresas.",49,8
Joey,21,La clase de cocina,¡Guau! ¡¿Cómo sabes cómo hacer eso?!,50,8
Chandler,21,La clase de cocina,Eso es lo que hago ahora.,51,8
Monica,21,La clase de cocina,"Hola Joey, ven a probar esto.",52,8
Joey,21,La clase de cocina,¿Qué es?,53,8
Monica,21,La clase de cocina,¿Recuerdas a ese tipo que me dio una mala crítica? Bueno (le da de comer una cucharada de lo que ella está cocinando.) ¡Me estoy vengando!,54,8
Joey,21,La clase de cocina,¿Lo cocinaste?,55,8
Monica,21,La clase de cocina,"No. Da un curso sobre crítica gastronómica en la New School, así que antes de ir al cine quiero pasar por allí y hacerle probar mi bullabesa otra vez. ¡Oh, no puedo esperar a leer la portada del Post mañana! ""El crítico del restaurante admite: me equivoqué con Mónica.""",56,8
Chandler,21,La clase de cocina,"¿La portada? Realmente vives en tu propio pequeño mundo, ¿no?",57,8
Cajero,21,La clase de cocina,¿Quiere que le entreguen estas cosas al Sr. y la Sra. Geller?,58,8
Rachel,21,La clase de cocina,Oh.,59,8
Ross,21,La clase de cocina,Oh.,60,8
Rachel,21,La clase de cocina,"¡No, no, no! No, no, no, no estamos casados.",61,8
Ross,21,La clase de cocina,"Vamos a tener un bebé juntos, pero no estamos involucrados. (La cajera, una mujer muy hermosa, se ve confundida) Quiero decir, eh, nos estábamos viendo hace un tiempo, pero entonces solo éramos amigos. Y luego hubo una noche de borrachera. (Rachel lo mira enojada) O, sí, extraño, nos gustaría que nos lo entregaran, por favor.",62,8
Cajero,21,La clase de cocina,¿Por qué no llena esta tarjeta de dirección? (Le entrega uno.),63,8
Ross,21,La clase de cocina,"Ah, okey.",64,8
Cajero,21,La clase de cocina,Noto que elegiste muchos de nuestros artículos de dinosaurios.,65,8
Rachel,21,La clase de cocina,"¡Oh sí! En realidad, esa es una de las razones por las que no somos pareja.",66,8
Ross,21,La clase de cocina,"Los elegí, soy paleontólogo.",67,8
Cajero,21,La clase de cocina,¡¿En realidad?! ¡Eso es genial!,68,8
Rachel,21,La clase de cocina,"Oh. Oh, sí, no te preocupes por eso. Lo digo en serio: parece que es médico, pero no lo es.",69,8
Cajero,21,La clase de cocina,"Oh, no, no, me fascina la paleontología. ¿Has leído el nuevo libro de Walter Álvarez?",70,8
Ross,21,La clase de cocina,¡Sí! Lo enseño en mi clase.,71,8
Rachel,21,La clase de cocina,"¡Ay dios mío! Estoy parada frente a una caja registradora, sosteniendo una tarjeta de crédito y estoy aburrida.",72,8
Cajero,21,La clase de cocina,"(mirando la tarjeta de dirección completa) Oh, me encanta tu vecindario. Hay un gran gimnasio a la vuelta de la esquina de su edificio.",73,8
Ross,21,La clase de cocina,Ese es mi gimnasio.,74,8
Cajero,21,La clase de cocina,"Puedo decirte que haces ejercicio. (Ross dice por favor y Rachel lo mira confundida.) Un paleontólogo que hace ejercicio, eres como Indiana Jones. (Rachel tiene una expresión de incredulidad en su rostro.)",75,8
Ross,21,La clase de cocina,Soy como Indiana Jones.,76,8
Rachel,21,La clase de cocina,Hola Phoebs!,77,8
Phoebe,21,La clase de cocina,"¡Ey! Oh, ¿cómo te fue con las compras para bebés?",78,8
Rachel,21,La clase de cocina,"¡Fue genial! ¡Tenemos todo lo que necesitábamos! Ah, y Ross, casi consiguió algo que no estaba en la lista. Una puta.",79,8
Phoebe,21,La clase de cocina,¡¿Qué?!,80,8
Rachel,21,La clase de cocina,"Bueno, estábamos pagando por nuestras cosas y esta vendedora empezó a coquetear con él.",81,8
Phoebe,21,La clase de cocina,¿Sabía ella que ustedes dos no estaban casados?,82,8
Rachel,21,La clase de cocina,Sí.,83,8
Phoebe,21,La clase de cocina,"¡Ay dios mío! Bueno, la idea de una mujer coqueteando con un hombre soltero, ¡debemos alertar a los ancianos de la iglesia!",84,8
Rachel,21,La clase de cocina,¡No lo entiendes! No viste lo descarada que era.,85,8
Phoebe,21,La clase de cocina,Parece que estás un poco celoso.,86,8
Rachel,21,La clase de cocina,"¡No! ¡No lo soy! ¡S-sólo creo que está mal! ¡Es-es que estoy aquí, estoy a punto de estallar y él está recogiendo a una dependienta en Sluts R Us!",87,8
Phoebe,21,La clase de cocina,¿Es ese un lugar real? (Rachel queda atónita) ¿Están contratando?,88,8
Chandler,21,La clase de cocina,(entrando) ¡Hola Phoebe! (A Rachel) ¡Gordo!,89,8
Phoebe,21,La clase de cocina,"Hola Chandler, ¿por qué tan elegante?",90,8
Chandler,21,La clase de cocina,"Bueno, tengo una entrevista de trabajo. También es algo importante. Es mucho más dinero y yo estaría haciendo reconfiguración de datos y factorización estadística.",91,8
Phoebe,21,La clase de cocina,"Espera, creo que conozco a alguien que hace eso.",92,8
Chandler,21,La clase de cocina,"¡A mí! Yo hago eso. Entonces En serio, ¿me veo bien? Estoy un poco nervioso.",93,8
Rachel,21,La clase de cocina,¡Oh sí! RealmenteTe ves genial.,94,8
Phoebe,21,La clase de cocina,"Sí, pero no te hagas ilusiones.",95,8
Chandler,21,La clase de cocina,¿Por qué no?,96,8
Phoebe,21,La clase de cocina,"Bueno, la entrevista",97,8
Chandler,21,La clase de cocina,¿Qué pasa con eso?,98,8
Phoebe,21,La clase de cocina,¡Ya sabes! No das una muy buena primera impresión.,99,8
Chandler,21,La clase de cocina,(sorprendido) ¡¿Qué?!,100,8
Phoebe,21,La clase de cocina,"Oh, no lo sabes.",101,8
Chandler,21,La clase de cocina,¡¿Hablas en serio?!,102,8
Phoebe,21,La clase de cocina,"Sí, cuando te conocí dijiste: ""Bla, bla, bla"". Yo estaba como, ¡shhh!",103,8
Chandler,21,La clase de cocina,¿Qué es lo que hago?,104,8
Phoebe,21,La clase de cocina,"Bueno, es como si te estuvieras esforzando demasiado. Siempre haciendo bromas, ya sabes, simplemente pareces un poco necesitado.",105,8
Chandler,21,La clase de cocina,(A Rachel) ¿Te gusto cuando nos conocimos?,106,8
Rachel,21,La clase de cocina,"Chandler, no te voy a mentir, pero voy a huir de ti. (Se levanta y sale corriendo.)",107,8
Monica,21,La clase de cocina,"¡Hola! Umm, soy Monica Geller, soy la chef de Alessandro's.",108,8
El crítico gastronómico,21,La clase de cocina,¿Aún?,109,8
Monica,21,La clase de cocina,Creo que las cosas que dijiste sobre mí son realmente injustas y me gustaría que le dieras otra oportunidad a mi bullabesa.,110,8
El crítico gastronómico,21,La clase de cocina,No veo ninguna razón por la que me haría eso otra vez.,111,8
Joey,21,La clase de cocina,O cómelo o permanece en él.,112,8
Monica,21,La clase de cocina,"¿Cuchara? (Le pasa uno y lo prueba.) Entonces, ¿qué te parece?",113,8
El crítico gastronómico,21,La clase de cocina,"Estoy dividido entre mi integridad y mi deseo de evitar una paliza. Pero debo ser honesto, tu jabón es pésimo. (Tira la cuchara y se marcha.)",114,8
Joey,21,La clase de cocina,¡Esa chica! ¿Eh? Deberíamos salir de aquí; hay una nueva clase en camino.,115,8
El profesor de cocina,21,La clase de cocina,"Bienvenidos a introducción a la cocina. Ahora bien, antes de empezar, ¿alguien puede decirme la diferencia entre una salsa holandesa y una salsa bearnesa? (Nadie puede).",116,8
Monica,21,La clase de cocina,Puedo.,117,8
El profesor de cocina,21,La clase de cocina,"Está bien, adelante.",118,8
Monica,21,La clase de cocina,"Bueno, umm, ambos tienen una base de yema de huevo y mantequilla, pero la bearnesa tiene chalotes, shirvel y, lo más importante, estragón.",119,8
El profesor de cocina,21,La clase de cocina,"Eso es muy bueno, ¿cómo te llamas?",120,8
Monica,21,La clase de cocina,Mónica.,121,8
El profesor de cocina,21,La clase de cocina,"Mónica, ve con la cabeza de la clase.",122,8
Monica,21,La clase de cocina,Bueno. (Lo hace.),123,8
Rachel,21,La clase de cocina,"Todo esto ocupa mucho espacio. Oye, ¿qué tan en serio te tomas a Ben en tu vida?",124,8
Ross,21,La clase de cocina,"¿Mi hijo? Bastante serio. (Se oye un golpe en la puerta y Ross responde.) ¡Oh, hola Katie! (El cajero de antes) ¿Qué eh, qué haces aquí?",125,8
Katie,21,La clase de cocina,"Bueno, la entrega fue para ti y me di cuenta de que se olvidaron de esto. (Una manta.)",126,8
Ross,21,La clase de cocina,"Ah, debe haber sido bastante obvio ya que era lo único que quedaba en tu tienda.",127,8
Katie,21,La clase de cocina,"Escuche, para ser honesto, las entregas a domicilio son realmente parte de la descripción de mi trabajo.",128,8
Ross,21,La clase de cocina,Oh. (Mete la mano en el bolsillo para sacar algo de dinero mientras Rachel entra a la sala y observa sosteniendo dos dinosaurios de peluche.),129,8
Katie,21,La clase de cocina,"Oh, uhEn realidad vine aquí para invitarte a salir.",130,8
Ross,21,La clase de cocina,"¡Oh! ¡Guau! ¡Eh, sí! Eso suena genial. Voy a poner esto (el dinero) nuevamente en mi bolsillo y fingir que eso no sucedió. Uh sí, en realidad ya estoy libre. ¿Quieres tomar un café o",131,8
Katie,21,La clase de cocina,¡Seguro!,132,8
Rachel,21,La clase de cocina,"Perra cachonda. (Ambos la miran, fingiendo que los dinosaurios que ella sostiene están discutiendo.) ¡No! ¡Eres una perra cachonda! ¡Noooo! ¡Tú eres la perra cachonda! ¡No! ¡Eres una perra cachonda!",133,8
Rachel,21,La clase de cocina,Así que vayan y pásenlo muy bien.,135,8
Ross,21,La clase de cocina,"(A Katie) Sí, voy a coger mi abrigo. Y uh, y mi látigo. (Katie parece preocupada.) ¿Sabes por el Indiana Jones? (Katie se ríe) No, no porque me guste el S&M. (Katie está preocupada de nuevo.) No, no me gusta nada raro. ¿Sabes? Sólo sexo normal. (Katie se siente incómoda.) Entonces, voy a agarrar mi abrigo. (Lo hace, dejando solas a Katie y Rachel.)",136,8
Rachel,21,La clase de cocina,"Entonces tuviste un buen día, ¿eh? Gran comisión; recogió a un papá.",137,8
Katie,21,La clase de cocina,¿Estás de acuerdo con esto?,138,8
Rachel,21,La clase de cocina,"¡Oh sí! Sí, por favor, que se diviertan.",139,8
Katie,21,La clase de cocina,Bueno. Fue agradable verte.,140,8
Rachel,21,La clase de cocina,"Ah, y fue genial verte también. Y estás fantástica, aunque te perdiste un botón.",141,8
Katie,21,La clase de cocina,"Oh umm, en realidad yo umm",142,8
Rachel,21,La clase de cocina,"Oh, está bien, veo lo que estás haciendo allí.",143,8
Chandler,21,La clase de cocina,¡Ni siquiera puedo creer esto! ¿Realmente salgo tan mal?,144,8
Phoebe,21,La clase de cocina,"¡Oh! Está bien, te calmas después de un tiempo y entonces la gente puede ver lo dulce y maravilloso que eres en realidad.",145,8
Chandler,21,La clase de cocina,"Ah bien. Bien, porque estoy seguro de que esta entrevista durará un par de semanas.",146,8
Phoebe,21,La clase de cocina,"¡Muy bien, no te asustes! ¿Bueno? Yo-yo te ayudaré. ¿Cuánto falta para que tengas que irte?",147,8
Chandler,21,La clase de cocina,Una hora.,148,8
Phoebe,21,La clase de cocina,No puedo ayudarte.,149,8
Chandler,21,La clase de cocina,¡Phoebe!,150,8
Phoebe,21,La clase de cocina,"Está bien, está bien, haremos lo mejor que podamos. ¿Bueno? Entonces digamos que soy el entrevistador y te veo por primera vez. Bueno. ""¡Hola! Pasa, soy uh, Regina Philange"".",151,8
Chandler,21,La clase de cocina,Chandler Bing.,152,8
Phoebe,21,La clase de cocina,"Bing, qué nombre tan inusual.",153,8
Chandler,21,La clase de cocina,"Bueno, deberías conocer a mi tío, Bada. (Pausa) Saldré.",154,8
Joey,21,La clase de cocina,Hola.,155,8
El profesor de cocina,21,La clase de cocina,"Tu Fettuccini Alfredo se ve un poco seco, ¿usaste todo el queso?",156,8
Joey,21,La clase de cocina,"Cuando dice usado, ¿se refiere a comer como refrigerio previo a la cocción?",157,8
El profesor de cocina,21,La clase de cocina,¿Y la crema?,158,8
Joey,21,La clase de cocina,El queso me da sed.,159,8
El profesor de cocina,21,La clase de cocina,Bueno. Sigamos adelante.,160,8
Joey,21,La clase de cocina,Está bien.,161,8
El profesor de cocina,21,La clase de cocina,(A Mónica) ¡Ay! ¡Algo huele bien en la estación de Mónica! (Prueba los fettuccini de Mónica.) ¡Dios mío! ¡Esto es absolutamente asombroso! ¿Nunca has hecho esto antes?,162,8
Monica,21,La clase de cocina,"¡Oh, no! No sé nada sobre cocina. Tuve que preguntarle a alguien cómo se llama cuando el agua hace esas pequeñas burbujas.",163,8
El profesor de cocina,21,La clase de cocina,"Bueno, felicitaciones al chef.",164,8
Monica,21,La clase de cocina,"Lo-lo-lo siento, tu-tu boca estaba llena, no escuché lo que dijiste. Umm, ¿me quito el sombrero ante quién ahora?",165,8
El profesor de cocina,21,La clase de cocina,¡El cocinero!,166,8
Monica,21,La clase de cocina,Así es.,167,8
Chandler,21,La clase de cocina,"Creo que, si vengo a trabajar aquí, descubrirás que no hago microgestiones. No evito delegar.",168,8
Phoebe,21,La clase de cocina,"Um-hmm, es bueno saberlo. Pero dejemos de centrarnos en lo que no hacemos y comencemos a centrarnos en lo que sí hacemos.",169,8
Chandler,21,La clase de cocina,"(reprimiendo una sonrisa) Lo que hago es lograr uh, crear una atmósfera de apoyo para las personas que trabajan conmigo.",170,8
Phoebe,21,La clase de cocina,"Veo. Por cierto, es un buen paso para evitar lo que se debe hacer.",171,8
Chandler,21,La clase de cocina,Lo más difícil que he hecho en mi vida.,172,8
Phoebe,21,La clase de cocina,¡Tienes que irte!,173,8
Chandler,21,La clase de cocina,¡Oh! (Se levanta.),174,8
Phoebe,21,La clase de cocina,"Está bien, no te preocupes. Estás listo.",175,8
Chandler,21,La clase de cocina,¿En realidad?,176,8
Phoebe,21,La clase de cocina,¡Absolutamente! Simplemente lucha contra todos tus instintos naturales y serás genial.,177,8
Chandler,21,La clase de cocina,Bueno.,178,8
El profesor de cocina,21,La clase de cocina,"Ah Mónica, mi alumna estrella.",179,8
Monica,21,La clase de cocina,"Ya sabes, me llamaste así antes así que me tomé la libertad de crear una estrella con papel de aluminio. Ahora, sin presiones, te gustan mis galletas, me das la estrella. (Se lo entrega.)",180,8
El profesor de cocina,21,La clase de cocina,"(probando la galleta y con el bocado) Oh, ñam-ñam-ñam. (Le devuelve la estrella.)",181,8
Monica,21,La clase de cocina,"¡Guau! ¡Una estrella! (La clase la mira fijamente.) Sé que todos ustedes me odian y lo siento, pero no me importa.",182,8
El profesor de cocina,21,La clase de cocina,"Bien Joey, tú eres el siguiente. (Prueba una de sus galletas.) ¡Están buenas! ¡Esto es asombroso! ¡Obtienes una A!",183,8
Joey,21,La clase de cocina,"¿Puedo una A? ¿En la escuela? (A Joey) Oye, soy un idiota.",184,8
Monica,21,La clase de cocina,Joey! ¡Estoy muy orgulloso de ti!,185,8
El profesor de cocina,21,La clase de cocina,Creo que deberías darle tu estrella.,186,8
Monica,21,La clase de cocina,¿Disculpe? ¡Ni siquiera sabe lo que está haciendo!,187,8
El profesor de cocina,21,La clase de cocina,Aquí todos somos principiantes. Nadie sabe lo que están haciendo.,188,8
Monica,21,La clase de cocina,"¡Sí! ¡Soy un chef profesional! (La clase jadea.) ¡Oh, relájate! ¡No es un drama judicial!",189,8
El profesor de cocina,21,La clase de cocina,"Si eres chef profesional, ¿qué haces cursando Introducción a la Cocina?",190,8
Joey,21,La clase de cocina,¡Sí!,191,8
Monica,21,La clase de cocina,"Lo-lo siento, es solo que umm Bueno, yo cocino en este restaurante, Alessandro, y umm, acabo de recibir una crítica muy mala",192,8
El profesor de cocina,21,La clase de cocina,¡Ay Alessandro! ¡Me encanta ese lugar!,193,8
Monica,21,La clase de cocina,¿Tú haces?,194,8
El profesor de cocina,21,La clase de cocina,¡Oh sí! ¡Eres un excelente chef! Como persona eres un poco,195,8
Monica,21,La clase de cocina,"Oh, estoy totalmente loca, pero ¿te gusta la comida?",196,8
El profesor de cocina,21,La clase de cocina,Muchísimo.,197,8
Monica,21,La clase de cocina,"Está bien, entonces no apesto. Soy un buen chef. Bueno. (Empieza a irse.)",198,8
Joey,21,La clase de cocina,"¡Vaya, espera, espera! No quiero ir. Me estoy divirtiendo.",199,8
El profesor de cocina,21,La clase de cocina,"Bueno, en realidad, ¿alguno de ustedes pagó por esta clase?",200,8
Joey,21,La clase de cocina,"Oye, oye, si mi amigo dice que es hora de irse, es hora de irse. (Empieza a irse, pero regresa por sus galletas.)",201,8
Chandler,21,La clase de cocina,También fui la persona clave en la transición de mi empresa del sistema KL-5 al GR-6.,202,8
El entrevistador,21,La clase de cocina,Debes haber tenido las manos ocupadas.,203,8
Chandler,21,La clase de cocina,Eso lo hice. Eso lo hice.,204,8
El entrevistador,21,La clase de cocina,Así que hablemos un poco sobre tus deberes.,205,8
Chandler,21,La clase de cocina,(nervioso) ¿Mis deberes? (Tratando de no hacer una broma) Está bien.,206,8
El entrevistador,21,La clase de cocina,"Ahora dirigirás toda una división, por lo que tendrás muchas tareas.",207,8
Chandler,21,La clase de cocina,(tratando de no reírse) Ya veo.,208,8
El entrevistador,21,La clase de cocina,"Pero quizás habrá 30 personas debajo de ti, por lo que puedes depositarles una cierta cantidad.",209,8
Chandler,21,La clase de cocina,(Intenta realmente no reírte) Es bueno saberlo.,210,8
El entrevistador,21,La clase de cocina,Podemos entrar en detalles,211,8
Chandler,21,La clase de cocina,"¡No, no te lo ruego!",212,8
El entrevistador,21,La clase de cocina,"Muy bien, entonces tendremos una respuesta definitiva para ti el lunes, pero creo que puedo decir con cierta confianza que encajarás bien aquí.",213,8
Chandler,21,La clase de cocina,(aliviado) ¡¿En serio?!,214,8
El entrevistador,21,La clase de cocina,Absolutamente. (Se dirigen a la puerta.) Puedes relajarte; lo hiciste genial.,215,8
Chandler,21,La clase de cocina,"Sí, tengo que darte las gracias, estaba muy nervioso. Ya sabes, me han dicho que soy muy fuerte, que hago muchas bromas, y luego fue muy difícil eludir ese asunto del deber. (El entrevistador no entiende) Deberes. (Aún no lo hace.) ¡Deberes! (Aún no lo hace.) Caca. (Aún no lo hace.)",216,8
El entrevistador,21,La clase de cocina,¿Caca?,217,8
Chandler,21,La clase de cocina,"¡Dios mío, esto no cuenta! ¿Bueno? La entrevista había terminado, ese era el verdadero Chandler Bing ahí dentro, ¡este es solo un tipo loco en el pasillo! ¡Llame a seguridad! ¡Hay un loco en el pasillo!",218,8
El entrevistador,21,La clase de cocina,¡¿Caca?!,219,8
Chandler,21,La clase de cocina,Estaré esperando su llamada. (Se aleja.),220,8
Ross,21,La clase de cocina,Ey.,221,8
Rachel,21,La clase de cocina,¡Hola! ¡Has vuelto de tu cita!,222,8
Ross,21,La clase de cocina,¿Cómo estás?,223,8
Rachel,21,La clase de cocina,"Estoy bien, pero eso no es importante. Lo importante es ¿cómo estuvo ella?",224,8
Ross,21,La clase de cocina,"Uhh, fue divertido. Nosotros, acabamos de tomar café.",225,8
Rachel,21,La clase de cocina,"Oh, ajá, ajá, café, un poco de frotar debajo de la mesa.",226,8
Ross,21,La clase de cocina,¿Qué pasa? ¿Qué está pasando? ¿No te gusta Katie?,227,8
Rachel,21,La clase de cocina,"¡No! No, ella es. Ella era amable. Quiero decir, ella es un poco guarra, pero ¿quién no lo es?",228,8
Ross,21,La clase de cocina,Me gustó ella.,229,8
Rachel,21,La clase de cocina,"Por supuesto que sí, Ross, ¡saldrías con un gorila si te llamara Indiana Jones!",230,8
Ross,21,La clase de cocina,¿Recibiste hoy un nuevo lote de hormonas del embarazo?,231,8
Rachel,21,La clase de cocina,¡No! Es sólo que Kate me molestaba.,232,8
Ross,21,La clase de cocina,¿Por qué? ¿Qué le pasaba?,233,8
Rachel,21,La clase de cocina,¡No le pasaba nada! ¿Está bien? ¡Era absolutamente encantadora!,234,8
Ross,21,La clase de cocina,"Bien, ¿cuál es el problema?",235,8
Rachel,21,La clase de cocina,¡No quiero que salgas con ella!,236,8
Ross,21,La clase de cocina,"(risas) ¿Por qué? ¿Qué, qué estás celoso?",237,8
Rachel,21,La clase de cocina,"¡Sí! ¡Y no porque quiera que salgas conmigo, sino porque no quiero que salgas con nadie! ¿Bueno? Sé que es terrible incluso pensar esto, y es completamente inapropiado, ¡pero quiero que estés a mi entera disposición las 24 horas del día! Lo siento mucho, pero así es como me siento.",238,8
Ross,21,La clase de cocina,Bueno.,239,8
Rachel,21,La clase de cocina,¡¿Qué?!,240,8
Ross,21,La clase de cocina,"No tendré citas. Estaré aquí, contigo, todo el tiempo.",241,8
Rachel,21,La clase de cocina,¿En realidad? Pero estoy siendo muy irrazonable.,242,8
Ross,21,La clase de cocina,"Es cierto, pero se te permite ser irrazonable. Vas a tener nuestro bebé.",243,8
Rachel,21,La clase de cocina,"(empieza a llorar) Oh Ross, gracias. Gracias. (Se abrazan.)",244,8
Ross,21,La clase de cocina,¿Te sientes mejor?,245,8
Rachel,21,La clase de cocina,"No, en realidad no. Estás presionando al bebé dentro de mi vejiga y ahora tengo que orinar. Lo siento. (Se levanta y se dirige al baño.)",246,8
Ross,21,La clase de cocina,¿Eh Rach?,247,8
Rachel,21,La clase de cocina,Sí. (Se detiene y comienza a hacer el baile de tengo que ir al baño.),248,8
Ross,21,La clase de cocina,Sólo una cosa umm,249,8
Rachel,21,La clase de cocina,Ajá.,250,8
Ross,21,La clase de cocina,Vivimos juntos. Vas a tener nuestro bebé. No voy a ver a nadie más. ¿Estás seguro de que no quieres algo más?,251,8
Rachel,21,La clase de cocina,"(pausa) ¡Guau! No lo sé, tal vez. Soy",252,8
Ross,21,La clase de cocina,"¡Oh, oh, Rach! ¡Solo estaba bromeando! (Ella está atónita) ¿Como lo hiciste anoche cuando tuve que orinar?",253,8
Rachel,21,La clase de cocina,(risas) ¡Lo sabía! ¡Lo sabía! ¡Yo también estaba jugando contigo!,254,8
Ross,21,La clase de cocina,(pausa) Está bien. Bueno. Porque por un minuto dijiste que,255,8
Rachel,21,La clase de cocina,"¡Oh, no, no, no, no, no!",256,8
Ross,21,La clase de cocina,que realmente,257,8
Rachel,21,La clase de cocina,"No, eso es solo (Risas) ¡Eso es solo porque soy muy bueno desordenando!",258,8
Ross,21,La clase de cocina,¿Rach?,259,8
Rachel,21,La clase de cocina,¿Sí?,260,8
Ross,21,La clase de cocina,¿El baño?,261,8
Rachel,21,La clase de cocina,¡Bien! (Se dirige al baño.),262,8
Joey,21,La clase de cocina,"¡Pues lo pasé genial! Aprendí a hornear, comí buena comida, esa es la primera A que obtuve desde séptimo grado, y esta vez no tuve que acostarme con la maestra.",264,8
Monica,21,La clase de cocina,"¡Ah, mira! ¡Actuando para principiantes! ¿Quieres sentirte bien contigo mismo?",265,8
Joey,21,La clase de cocina,¡Qué demonios!,266,8
Monica,21,La clase de cocina,Bueno.,267,8
El maestro en funciones,21,La clase de cocina,"Muy bien, comencemos con algunos conceptos básicos. ¿Alguien puede decirme cuál es la diferencia entre upstage y downstage?",268,8
Joey,21,La clase de cocina,"Sí, esta fue una idea estúpida. (Sale.)",269,8
Ross,22,Raquel llega tarde,¡Ey! ¿Qué están mirando ustedes?,0,8
Joey,22,Raquel llega tarde,"Oh, es un cartel de esa película de la Primera Guerra Mundial en la que estoy, échale un vistazo.",1,8
Ross,22,Raquel llega tarde,¿Sí? ¡Guau! ¡Parece realmente violento!,2,8
Joey,22,Raquel llega tarde,¡Ajá! Lo sé. ¡Pronto iré a un teatro cerca de ti! ¡Estoy en GRACIAS! ¡No soy apto para niños!,3,8
Ross,22,Raquel llega tarde,Ahora no puedo esperar a ver esto.,4,8
Joey,22,Raquel llega tarde,"Sí, sí, ya está generando rumores sobre los Oscar.",5,8
Phoebe,22,Raquel llega tarde,¡Yo comencé eso!,6,8
Joey,22,Raquel llega tarde,"¡Creí que sí! Oh, oye, ¿adivinen qué? ¡El estreno es la próxima semana y estáis todos invitados! (Todos jadean.)",7,8
Monica,22,Raquel llega tarde,¿Vamos a tomar una limusina?,8,8
