text,speaker,season,episode_number,scene,utterance
Ok... ahora... ¡ahora solo estamos tomados de la mano!,Ross Geller,9,24,3,6
"¡Está bien! Bueno, eh... ¿vamos a ir a la playa?",Rachel Green,9,24,3,7
¡Sí!,Monica Geller,9,24,3,8
Fue realmente... ¡genial!,Rachel Green,9,24,3,9
¡Muchas gracias!,Ross Geller,9,24,3,10
"¡Sí, y muy divertido!",Joey Tribbiani,9,24,3,11
¡Oh!,Rachel Green,9,24,3,12
"¡Vale!... Muy bien, ¡gracias! ¡Muchas gracias chicos! ¡Oh, no puedo decirte cuánto significa para mí que estuvieras aquí!",Ross Geller,9,24,3,13
"¡Estás bromeando, no nos lo hubiéramos perdido!",Mike Hannigan,9,24,3,14
¡Oh... he vuelto!,Mike Hannigan,9,24,3,15
¡Vale!... Eh... ¿perdón? ¿Sí?,Ross Geller,9,24,3,16
¡Sí!,,9,24,3,17
¡Ey! Bien...?,Ross Geller,9,24,3,18
¡Estuviste increíble!,Charlie Wheeler,9,24,3,19
¿Sí?,Ross Geller,9,24,3,20
¡Los dejaste boquiabiertos!,Charlie Wheeler,9,24,3,21
"¡Oh, no puedo expresar lo maravilloso que fue mirar a la multitud y ver tu cara! Quiero decir... uh, ¿sabías que estabas pronunciando las palabras conmigo?",Ross Geller,9,24,3,22
¡Yo no lo estaba!,Charlie Wheeler,9,24,3,23
"¡No, está bien! ¡Me hizo sentir como una estrella de rock!",Ross Geller,9,24,3,24
¡Ay dios mío! ¡Soy tu fan!,Charlie Wheeler,9,24,3,25
¡Será mejor que no te encuentre desnuda en mi habitación de hotel!,Ross Geller,9,24,3,26
"¡Mira, lo llevé demasiado lejos!",Ross Geller,9,24,3,27
"[Escena: vestíbulo del hotel. Monica, Phoebe, Chandler y Mike entran desde afuera.]",Scene Directions,9,24,4,0
¡No puedo creer que esté lloviendo otra vez! ¡¡¡Es tan injusto!!!,Monica Geller,9,24,4,1
"Bueno, lo bueno es que ahora no tendrás que ver a todos estos paleontólogos sin camisa. Ustedes no, muchachos. ¡Ya lo tienes!",Phoebe Buffay,9,24,4,2
"Entonces, ¿qué vamos a hacer hoy?",Monica Geller,9,24,4,3
¡Tienen una sala de juegos abajo! Ping pong y esas cosas.,Mike Hannigan,9,24,4,4
"¿Ping-pong? ¡Cariño, tienen ping pong! ¡Vamos a jugar!",Monica Geller,9,24,4,5
¡No me parece!,Chandler Bing,9,24,4,6
¿Por qué no?,Monica Geller,9,24,4,7
"Porque sabes lo competitivo que te vuelves y bueno, yo digo que es lindo, otros no están de acuerdo, ¡y miento!",Chandler Bing,9,24,4,8
¡No siempre soy tan malo!,Monica Geller,9,24,4,9
¿Oh sí? ¿Qué pasó la última vez que jugamos?,Chandler Bing,9,24,4,10
¿Te golpeé...?,Monica Geller,9,24,4,11
Y...?,Chandler Bing,9,24,4,12
¿... Phoebe...?,Monica Geller,9,24,4,13
... y...?,Phoebe Buffay,9,24,4,14
¡Golpeé vuestras cabezas!,Monica Geller,9,24,4,15
[Escena: Habitación de Joey y Charlie],Scene Directions,9,24,5,0
"(Joey está sentado en un sillón y usa una máscara de buceo. Saca una uva de un racimo de uvas falsas en la mesa de café, la pone en el tubo de respiración del snorkel y la sopla, luego se ríe para sí mismo)",Scene Directions,9,24,5,1
¡Ey! ¡Ahí estás!,Charlie Wheeler,9,24,5,2
"¡Ey! En cuanto deje de llover ¡tenemos que hacer snorkel! Un niño me habló de la tortuga marina y, si le soplas burbujas en la cara, ¡te persigue!",Joey Tribbiani,9,24,5,3
"¡Lo siento, no puedo! Estoy dirigiendo un grupo de discusión toda la tarde.",Charlie Wheeler,9,24,5,4
"Oh... oh, pero está bien, buscaré a alguien más que lo haga... Lo haré solo, pero... No sé qué pasa si la tortuga marina te atrapa...",Joey Tribbiani,9,24,5,5
Sabes... ¡Me siento tan mal! No te he visto en todo este viaje y especialmente anoche...,Charlie Wheeler,9,24,5,6
"¡Ey! ¡No te preocupes por eso! ¡Estuvo bien! ¡Terminé pasándolo muy bien con Rachel! Me sentí mal por ti, atrapada en esa habitación, trabajando en el discurso de Ross...",Joey Tribbiani,9,24,5,7
"En realidad, ¡resultó ser muy divertido!",Charlie Wheeler,9,24,5,8
"¡Oh! ¡Ah, bueno! ¡Al menos ambos nos estamos divirtiendo!",Joey Tribbiani,9,24,5,9
Sí...,Charlie Wheeler,9,24,5,10
... ¿es raro que no sean el uno con el otro?,Charlie Wheeler,9,24,5,11
"¡Sí! Un poquito, sí...",Joey Tribbiani,9,24,5,12
¡Creo que necesitamos hablar...!,Charlie Wheeler,9,24,5,13
Sí... creo que sí... ... ¿sobre qué?,Joey Tribbiani,9,24,5,14
"[Escena: la sala de juegos del hotel. Hay una mesa de ping pong en el medio de la habitación. Mónica, Phoebe, Chandler y Mike entran]",Scene Directions,9,24,6,0
"¡Vamos chicos, será divertido!",Monica Geller,9,24,6,1
"Está bien, está bien... ¡Jugaré si no llevamos la puntuación!",Phoebe Buffay,9,24,6,2
Pero entonces ¿cómo sabemos quién gana?,Monica Geller,9,24,6,3
¡Nadie gana!,Phoebe Buffay,9,24,6,4
"Entonces, solo somos cuatro perdedores... ¡SÚPER!",Monica Geller,9,24,6,5
No estoy jugando contigo.,Chandler Bing,9,24,6,6
"Sí, estoy fuera.",Phoebe Buffay,9,24,6,7
¡Te jugaré!,Mike Hannigan,9,24,6,8
¡DE ACUERDO!,Monica Geller,9,24,6,9
"Mike, no lo sabes, ¡no sabes lo que estás haciendo!",Phoebe Buffay,9,24,6,10
¡Se vuelve loca! ¡Esta cicatriz es de Pictionary!,Chandler Bing,9,24,6,11
¡Creo que estaré bien! ¿Quieres volear un poco para sacar?,Mike Hannigan,9,24,6,12
¡Seguro! ¡Tengo que hacerlo!,Monica Geller,9,24,6,13
¡Oooh!,Monica Geller,9,24,6,14
"Ah, por cierto... ¡¡Soy increíble!!",Mike Hannigan,9,24,6,15
"¡Dios mío, son dos!",Chandler Bing,9,24,6,16
¿Estás listo para jugar?,Mike Hannigan,9,24,6,17
"¡Diablos, sí!",Monica Geller,9,24,6,18
¿Sabías esto sobre él?,Chandler Bing,9,24,6,19
¡Ni idea! ¡Pensé que era suave como tú!,Phoebe Buffay,9,24,6,20
¿Quieres hacerlo más interesante?,Mike Hannigan,9,24,6,21
¿Cuánto estabas pensando?,Monica Geller,9,24,6,22
¿Diez dólares por juego?,Mike Hannigan,9,24,6,23
¡Que sean cincuenta!,Monica Geller,9,24,6,24
¡Lo haré cien!,Mike Hannigan,9,24,6,25
Mil...,Monica Geller,9,24,6,26
¡DE ACUERDO!,Chandler Bing,9,24,6,27
"Para ver quién va primero, ¿tienes veinticinco centavos?",Mike Hannigan,9,24,6,28
No... ¿Alguna de ustedes recibió veinticinco centavos?,Monica Geller,9,24,6,29
"¡Cariño, intenta centrar la charla basura en él!",Chandler Bing,9,24,6,30
"Mónica, lo llamas tú.",Phoebe Buffay,9,24,6,31
"¡Cabezas! ¡No, Colas! ¡Je-je-cabeza!",Monica Geller,9,24,6,32
¡Cruz!,Phoebe Buffay,9,24,6,33
"¡Ay, cuáles son las posibilidades!",Monica Geller,9,24,6,34
¡Ja! ¡Mi punto!,Monica Geller,9,24,6,35
"¡Oh, no! ¡No me parece! Ya sabes, de acuerdo con las reglas estándar del tenis de mesa, si en cualquier momento un jugador usa su mano sin raqueta para tocar la superficie de juego, pierde el punto.",Mike Hannigan,9,24,6,36
¡Era abogado!,Phoebe Buffay,9,24,6,37
[Escena: Habitación de hotel de Rachel. Ella está viendo el Weather Channel en la televisión.],Scene Directions,9,24,7,0
... todas estas costas tienen un clima hermoso. ¡En Nueva York hace 72 y está soleado!,Alexandra Steele,9,24,7,1
¡Oh! ¡Perra del clima!,Rachel Green,9,24,7,2
¡Está abierto! ¡Hola joe!,Rachel Green,9,24,7,3
Oye...,Joey Tribbiani,9,24,7,4
¿Qué? ¿Está todo bien?,Rachel Green,9,24,7,5
Uh... Charlie y yo rompimos.,Joey Tribbiani,9,24,7,6
"Nooooo, ¿por qué?",Rachel Green,9,24,7,7
"Bueno, dijo que no tenemos nada en común.",Joey Tribbiani,9,24,7,8
"¡Oh, eso es una locura!",Rachel Green,9,24,7,9
"No, no lo es, ¡no tenemos nada en común!",Joey Tribbiani,9,24,7,10
"... sí, es verdad.",Rachel Green,9,24,7,11
"Quiero decir, debería estar con alguien como... ¡Ross! Ya sabes a lo que me refiero, ¡él también usa todas esas grandes palabras! ¡Hombre, la gente inteligente es aburrida!",Joey Tribbiani,9,24,7,12
"¡Qué, oye!",Rachel Green,9,24,7,13
"¡Vale, Rach!",Joey Tribbiani,9,24,7,14
"Me siento tan estúpido, ¿sabes? ¿Por qué... por qué sigo persiguiendo a las chicas equivocadas?",Joey Tribbiani,9,24,7,15
"¿Q-qué eres, de qué estás hablando?",Rachel Green,9,24,7,16
"Oh, vamos, quiero decir, estás tú, luego está Charlie, y es como... ¿Cuál diablos es mi problema? ¡OH!",Joey Tribbiani,9,24,7,17
Ok... uh... tal vez no siempre estés persiguiendo a la chica equivocada...,Rachel Green,9,24,7,18
"Te lo digo, Rach, ¡Charlie no es adecuado para mí!",Joey Tribbiani,9,24,7,19
"Sí, no estoy hablando de ella...",Rachel Green,9,24,7,20
¿Pero entonces quién? ¿La camarera con la que salí el mes pasado?,Joey Tribbiani,9,24,7,21
¿Sabes? ¡Olvídalo!,Rachel Green,9,24,7,22
"¡No-no-no-no, no! ¿De quién, de quién estabas hablando?",Joey Tribbiani,9,24,7,23
"No, yo-yo-yo no, ¡en realidad no sé de quién estoy hablando! ¡Entonces!",Rachel Green,9,24,7,24
"¡De acuerdo! Está bien, bueno... Voy a ver si puedo conseguir una habitación para pasar la noche y... ¡Te veré más tarde!",Joey Tribbiani,9,24,7,25
"¡Sí, claro!",Rachel Green,9,24,7,26
"[Escena: Habitación de hotel de Rachel. Joey está parado en la puerta, frente a Rachel]",Scene Directions,9,24,8,0
¿Te gusto?,Joey Tribbiani,9,24,8,1
"Ok, ¡no le demos mucha importancia a esto!",Rachel Green,9,24,8,2
¡Eso es algo enorme!,Joey Tribbiani,9,24,8,3
"¡No trabajas conmigo, Joe! Aquí está la cuestión: últimamente he estado teniendo pensamientos, reflexiones, ¡por así decirlo!",Rachel Green,9,24,8,4
¿Qué... por cuánto tiempo?,Joey Tribbiani,9,24,8,5
¡Sólo como un mes!,Rachel Green,9,24,8,6
¿¿UN MES??,Joey Tribbiani,9,24,8,7
"¿Qué...? ¡BAJADLO! Escucha, vale, y tal vez sean pensamientos locos, pero a veces los hago, he estado pensando en... ya sabes, ¡nosotros! Ok, ¡súbelo un poco!",Rachel Green,9,24,8,8
¡Solo tengo una pregunta!,Joey Tribbiani,9,24,8,9
¡Disparar!,Rachel Green,9,24,8,10
¿Qué diablos estás haciendo???,Joey Tribbiani,9,24,8,11
"No lo sé, no estoy tratando de hacer nada, es solo que nos lo pasamos muy bien cuando estamos juntos, ya sabes... quiero decir, ¿no tienes un poco... un poco de curiosidad... sobre cómo sería eso?...",Rachel Green,9,24,8,12
"¿Tengo curiosidad? Quiero decir, tengo tanta curiosidad como... como... ¡¡George!!",Joey Tribbiani,9,24,8,13
OMS...?,Rachel Green,9,24,8,14
"¡JORG EL CURIOSO! Ya sabes, ¡el mono y el tipo del sombrero amarillo!",Joey Tribbiani,9,24,8,15
"¡Oh, sí, claro que lo recuerdo!",Rachel Green,9,24,8,16
"Sí, tenía una ruta de periódicos.",Joey Tribbiani,9,24,8,17
"¡Sí, lo hizo! ¡Oh, mira, esto es de lo que estoy hablando!",Rachel Green,9,24,8,18
"No, lo sé, sí, lo sé, somos geniales, pero Rach no... esto... ¡esto no puede suceder!",Joey Tribbiani,9,24,8,19
¿Pero puede... simplemente... suceder un poquito?,Rachel Green,9,24,8,20
"¡NO, NO! ¡No puede suceder en absoluto!",Joey Tribbiani,9,24,8,21
"Pero ¿por qué, por qué no?",Rachel Green,9,24,8,22
"Porque... mira, nadie quiere que esto pase más que yo, ¿vale? ¡He repasado este momento en mi cabeza cientos de veces y ni una sola vez dije que no! ¡No podría hacérselo a Ross!",Joey Tribbiani,9,24,8,23
¡Pero eso no te detendría antes!,Rachel Green,9,24,8,24
"¡Lo sé, lo sé! Pero lo he pensado mucho desde entonces, y simplemente no estaría bien... ¡Lo siento...!",Joey Tribbiani,9,24,8,25
¡Yo también lo siento! ¡OH DIOS! ¡No debería haber dicho nada!,Rachel Green,9,24,8,26
"¡NO! ¡No-no-no-no-no-no! ¡Ey! ¡Oye, estaremos bien! Li... oye, como dijiste: ¡no es gran cosa!",Joey Tribbiani,9,24,8,27
¡No es gran cosa!,Rachel Green,9,24,8,28
¡NO ES GRAN COSA!,Joey Tribbiani,9,24,8,29
¡No es gran cosa!,Rachel Green,9,24,8,30
¡Sí! ¡Te veré más tarde! ¡Sí!,Joey Tribbiani,9,24,8,31
¡De acuerdo!,Rachel Green,9,24,8,32
"Vale, yo...",Rachel Green,9,24,8,33
AAAHHHH!,Rachel Green,9,24,8,34
[Escena: la sala de juegos del hotel. Mónica y Mike siguen jugando al ping pong],Scene Directions,9,24,9,0
"¡Oh! ¡Lo lamento! ¡Creo, CREO, que puede que se haya perdido la mesa!",Monica Geller,9,24,9,1
¿Tú?,Mike Hannigan,9,24,9,2
"¡Ah, sí!",Monica Geller,9,24,9,3
¿Tú?,Mike Hannigan,9,24,9,4
"¡Ah, sí!",Monica Geller,9,24,9,5
¿TÚ?,Mike Hannigan,9,24,9,6
¡AH SÍAAAH!,Monica Geller,9,24,9,7
¿Realmente encuentras esto atractivo en él?,Chandler Bing,9,24,9,8
¡Oh sí! ¿Me estás diciendo que... ni siquiera estás... un poco excitado por Mónica en este momento?,Phoebe Buffay,9,24,9,9
Creo que esta es la primera vez en nuestro matrimonio que me siento más atractiva.,Chandler Bing,9,24,9,10
"¡Vamos Mike, puedes vencerla! ¡Quítele a ese perro de la cabeza!",Phoebe Buffay,9,24,9,11
¡Maldita sea!,Monica Geller,9,24,9,12
¡Duermo con él!,Phoebe Buffay,9,24,9,13
"¡Juego, punto!",Mike Hannigan,9,24,9,14
"¡No seas demasiado arrogante! ¡Recuerda que gané el último! Ah, por cierto, ¿cómo se sintió perder contra una chica?",Monica Geller,9,24,9,15
"Sabes, realmente deberías mirarte en un espejo antes de llamarte así.",Mike Hannigan,9,24,9,16
"¡NO, NO, NOOO!",Monica Geller,9,24,9,17
¡Y así es como se hace!,Mike Hannigan,9,24,9,18
"Está bien, cada uno de ustedes ganó un juego y yo perdí lo que sentí como un año de mi vida. Así todos se van a casa ganadores.",Chandler Bing,9,24,9,19
¿Mejor de tres?,Monica Geller,9,24,9,20
Eso es lo que estoy pensando.,Mike Hannigan,9,24,9,21
¿Debería usar mi invisibilidad para luchar contra el crimen o para el mal?,Chandler Bing,9,24,9,22
"¡Sirve la pelota, tonto!",Monica Geller,9,24,9,23
": Sirve la pelota, tonto.",Mike Hannigan,9,24,9,24
"Ok Mike, será mejor que vuelvas Mike, será mejor que vuelvas.",Phoebe Buffay,9,24,9,25
"[Escena: bar del hotel, Ross y el Sr. Oberblau están hablando]",Scene Directions,9,24,10,0
"Sólo digo que tengo una cabaña en las Adirondacks, si alguna vez quieres alejarte de la ciudad, bueno, ¡sería genial!",Jarvis Oberblau,9,24,10,1
"Oh, bueno. Ah, tengo muchas cosas entre manos en este momento, no es que no me encantaría pasar un fin de semana en el campo con un hombre extraño.",Ross Geller,9,24,10,2
¿Jarvis?,Woman,9,24,10,3
"Oh, has vuelto... esta es mi esposa, Nancy.",Jarvis Oberblau,9,24,10,4
¡Salir!,Ross Geller,9,24,10,5
"Ross, ¿puedo hablar contigo un minuto?",Charlie Wheeler,9,24,10,6
"¡Sí, por favor! Entonces, ¿qué está pasando?",Ross Geller,9,24,10,7
"Uh, bueno... Joey y yo rompimos.",Charlie Wheeler,9,24,10,8
"Dios mío, ¿qué pasó?",Ross Geller,9,24,10,9
"Joey es un gran tipo, pero somos... ¡tan diferentes! Quiero decir, ¡durante tu discurso siguió riéndose del homo erectus!",Charlie Wheeler,9,24,10,10
¡Sabía que era él!,Ross Geller,9,24,10,11
"De todos modos, creo que es lo mejor.",Charlie Wheeler,9,24,10,12
"Oye, ¿estás bien?",Ross Geller,9,24,10,13
Supongo. Hubo un zumbido... había otra razón por la que pensé que era hora de terminar con Joey. Empecé a darme cuenta de que sentía algo por otra persona.,Charlie Wheeler,9,24,10,14
"Bueno Geller. Último día de la conferencia, ya sabes lo que le sucede al orador principal.",Paleontologist,9,24,10,15
"Oh, profesor Clerk, estamos en medio de una conversación.",Ross Geller,9,24,10,16
"Sí, ¿podrían tirarlo a la piscina más tarde?",Charlie Wheeler,9,24,10,17
¡O podríamos incluirlos a ambos ahora!,Professore Clerk,9,24,10,18
"¡Bien, señores! ¡Por favor! ¿No somos un poco mayores para esto? Quiero decir, somos científicos, ¿verdad? Somos académicos. Y lo más importante es que yo... tendrás que atraparnos primero. . ¡VE! VE! VE!",Ross Geller,9,24,10,19
"[Escena: sala de juegos, Monica y Mike siguen jugando al ping pong]",Scene Directions,9,24,11,0
(Chandler y Phoebe parecen aburridos. Monica anota y se ríe),Scene Directions,9,24,11,1
"Ok, entonces hay empate nuevamente, 41 a 41.",Mike Hannigan,9,24,11,2
"¡Bien, mira! ¡Ya es suficiente!",Chandler Bing,9,24,11,3
"¡No, sólo tengo que tener dos puntos más para vencerlo!",Monica Geller,9,24,11,4
"Mónica, ¡eso también era cierto hace una hora! Quiero decir, ¡por favor, mírate! ¡Tienes la mano llena de ampollas, apenas puedes mantenerte en pie, tu cabello es inexplicable! Ok, ya has demostrado que eres tan bueno como él, ahora nos hemos perdido nuestras reservas para cenar, así que ahora subamos, pidamos servicio de habitaciones, nos duchemos y nos afeitemos la cabeza.",Chandler Bing,9,24,11,5
¡No puedo simplemente marcharme! ¡He dedicado cuatro horas!,Monica Geller,9,24,11,6
Pero...,Chandler Bing,9,24,11,7
"¡Mirar! ¡Sabías esto sobre mí cuando te casaste conmigo! Aceptaste recibirme en la enfermedad y en la salud. Bueno, ¡esta es mi enfermedad!",Monica Geller,9,24,11,8
¿Qué pasa con la limpieza obsesiva?,Chandler Bing,9,24,11,9
¡Eso es simplemente buen sentido!,Monica Geller,9,24,11,10
¡Oooh!,Monica Geller,9,24,11,11
¿Estás bien?,Chandler Bing,9,24,11,12
"No, no, no. Cariño, estoy bien. ¡Quitárselo de encima! ¡Oh, no! ¡Sin temblores, sin temblores! ¡Oh! ¡Oh! ¡Ay dios mío! ¡No puedo jugar!",Monica Geller,9,24,11,13
¿Entonces pierdes?,Mike Hannigan,9,24,11,14
¿Mike gana?,Phoebe Buffay,9,24,11,15
¡No puedo creerlo! ¡Perdí!,Monica Geller,9,24,11,16
"No, no lo hiciste.",Chandler Bing,9,24,11,17
¿Qué?,Monica Geller,9,24,11,18
Porque voy a jugar para ti.,Chandler Bing,9,24,11,19
¡No puedes hacer eso!,Phoebe Buffay,9,24,11,20
"Ah, está bien. No me importa a cuál de ellos le gané.",Mike Hannigan,9,24,11,21
"Ok, nos llevaremos ese remo a casa, señor.",Phoebe Buffay,9,24,11,22
"Cariño, no tienes que hacer esto.",Monica Geller,9,24,11,23
"Sí. Ahora, puede que no entienda por qué tienes que ganar tanto, pero si es importante para ti entonces es importante para mí, porque te amo.",Chandler Bing,9,24,11,24
Pero... ¡apestas!,Monica Geller,9,24,11,25
"De nada, cariño.",Chandler Bing,9,24,11,26
"Muy bien Mike, terminemos con esto. Muerte súbita. Quien gane este punto, gana.",Chandler Bing,9,24,11,27
¡De acuerdo!,Mike Hannigan,9,24,11,28
¡Ay dios mío! ¡Estas bien!,Monica Geller,9,24,11,29
¡Es como ver porno!,Phoebe Buffay,9,24,11,30
Y así es... cómo... ¡se hace!,Chandler Bing,9,24,11,31
Ay dios mío. ¡Eso fue tan asombroso! ¿Cuándo aguantaste? ¡Casi me olvido del perdedor! ¿Cuándo dejaste de chupar?,Monica Geller,9,24,11,32
"¡Nunca apesté, en realidad no quería que supieras lo bueno que era!",Chandler Bing,9,24,11,33
¿Por qué?,Monica Geller,9,24,11,34
No sé.,Chandler Bing,9,24,11,35
¡Esto es genial! ¡Ahora podemos participar en torneos de dobles!,Monica Geller,9,24,11,36
¡Es por eso!,Chandler Bing,9,24,11,37
[Escena: Bar del hotel. Ross corre hacia Charlie tratando de no ser visto con dos cócteles en las manos. Está escondida detrás de una planta enorme],Scene Directions,9,24,12,0
¡Gracias!,Charlie Wheeler,9,24,12,1
Hola.,Ross Geller,9,24,12,2
¿Todavía nos buscan?,Charlie Wheeler,9,24,12,3
"Sí. El camarero dijo que se dividieron en dos grupos de búsqueda, los herbívoros y los carnívoros. Ya sabes, nosotros como grupo no somos los mejores.",Ross Geller,9,24,12,4
No creo que nos hayan visto.,Ross Geller,9,24,12,5
No creo que lo hicieran.,Charlie Wheeler,9,24,12,6
"Hum, entonces comencé a decirte algo antes, hum... Hubo otra razón por la que me di cuenta de que era hora de terminar con Joey. Me di cuenta de que... estaba empezando a tener sentimientos... por otra persona.",Charlie Wheeler,9,24,12,7
Oh. ¿Puedo... puedo preguntar a quién?,Ross Geller,9,24,12,8
Creo que lo sabes.,Charlie Wheeler,9,24,12,9
"Creo que también lo sé, pero me he equivocado mucho con estas cosas en el pasado, así que...",Ross Geller,9,24,12,10
Lo siento... nosotros... no podemos.,Ross Geller,9,24,12,11
"Está bien, está bien.",Charlie Wheeler,9,24,12,12
"Quiero decir, acabas de salir con mi mejor amigo y creo que sería una muy, muy mala idea. ¡O-o no!",Ross Geller,9,24,12,13
"¿Qué? Homo ergaster: Algunos científicos clasifican algunos ejemplares africanos de erectus como pertenecientes a una especie separada, Homo ergaster, que se diferencia de los fósiles asiáticos de H. erectus en algunos detalles del cráneo.",Rachel Green,9,24,12,14
"[Escena: Barbados, Habitación de Mónica y Chandler. Ambos entran desde la habitación de Ross. Mónica todavía tiene su cabello grande y rizado.]",Scene Directions,10,1,1,0
"Oh, la forma en que aplastaste a Mike en el ping pong fue tan excitante. ¿Quieres...?",Monica Geller,10,1,1,1
"Sabes, me encantaría, pero estoy un poco cansado.",Chandler Bing,10,1,1,2
Me pondré una funda de almohada en la cabeza.,Monica Geller,10,1,1,3
¡Estás listo!,Chandler Bing,10,1,1,4
¡Ey!,Phoebe Buffay,10,1,1,5
¿Qué pasa?,Monica Geller,10,1,1,6
"Bueno, está bien, Mike se está duchando, lo cual, por cierto, no existe ninguna ley que lo prohíba. Y luego vamos a tomar algo de comida, así que si quieres...",Phoebe Buffay,10,1,1,7
... finalmente...,Ross Geller,10,1,1,8
¿Ese es Ross?,Phoebe Buffay,10,1,1,9
"Sí, puedes oír todo a través de estas estúpidas paredes.",Monica Geller,10,1,1,10
Parece que está con alguien.,Phoebe Buffay,10,1,1,11
Podría estar solo. Esta mañana lo escuché hacer flexiones y luego hablar con sus tríceps.,Chandler Bing,10,1,1,12
"Espera un momento, creo que Phoebe tiene razón. Sabes que escucho a alguien más ahí con él.",Monica Geller,10,1,1,13
Oh... ¡Dr. Geller!,Charlie Wheeler,10,1,1,14
"Dios, eres increíble... Ni siquiera tuve que pedirte que me llamaras así.",Ross Geller,10,1,1,15
"¡Dios mío, ese es Charlie!",Monica Geller,10,1,1,16
¡Está engañando a Joey con Ross!,Chandler Bing,10,1,1,17
"Oh, esa zorra... zorra... gigante...",Phoebe Buffay,10,1,1,18
No estoy seguro de esto.,Monica Geller,10,1,1,19
"Sí, tienes razón. Esto no es asunto nuestro.",Phoebe Buffay,10,1,1,20
"No, no estoy seguro de que sea la mejor manera de escucharlo todo. ¡Que alguien me traiga un vaso!",Monica Geller,10,1,1,21
"Oh, no voy a hacer esto, ¿vale? No voy a espiar a mi amigo.",Phoebe Buffay,10,1,1,22
Oh... ¡Me encanta Barbados!,Rachel Green,10,1,1,23
Ooh... no puedo creer que te esté besando. ¡Estoy besando a Raquel!,Joey Tribbiani,10,1,1,24
"¡Lo sé, soy ella!",Rachel Green,10,1,1,25
¡Raquel y Joey! ¡¡¡Son Rachel y Joey!!!,Phoebe Buffay,10,1,1,26
¿Qué?,Monica Geller,10,1,1,27
¡Ven aquí!,Phoebe Buffay,10,1,1,28
ooh...,Rachel Green,10,1,1,29
¡Guau!,Chandler Bing,10,1,1,30
"¡Dios mío, me encanta lo delgadas que son estas paredes!",Monica Geller,10,1,1,31
Gracias.,Monica Geller,10,1,1,32
"Oye, ¿sabes que antes dijiste que no podía pasar nada entre nosotros? ¿Qué cambió?",Rachel Green,10,1,1,33
"Bueno, sólo dije eso por Ross, ¿sabes? Luego lo vi besando a Charlie...",Joey Tribbiani,10,1,1,34
"¿Qué? ¿Ross y Charlie? ¡Guau! Ella realmente se está abriendo paso en el grupo, ¿eh? Ah, ¿quién soy yo para hablar?",Rachel Green,10,1,1,35
No puedo creer esto. ¿Raquel y Joey?,Monica Geller,10,1,1,36
¿Qué tal los dinosaurios gemelos en la otra habitación? ¡Nadie está vigilando ese muro!,Chandler Bing,10,1,1,37
¡Estoy en ello!,Monica Geller,10,1,1,38
¿Cualquier cosa?,Chandler Bing,10,1,1,39
Creo que escucho cortinas cerrarse...,Monica Geller,10,1,1,40
Aquí nos están quitando los zapatos.,Phoebe Buffay,10,1,1,41
"Somieres, ¡inconfundibles!",Monica Geller,10,1,1,42
¿Te das cuenta de que es tu hermano?,Chandler Bing,10,1,1,43
"No hasta que lo hayas dicho. ¡Que alguien cambie! Espera un minuto... ¡Ross y Charlie, Joey y Rachel, Phoebe y Mike! Somos los únicos que nos vamos con la misma persona con la que vinimos.",Monica Geller,10,1,1,44
Eso no es cierto. Vine con Monica y me voy con Weird Al.,Chandler Bing,10,1,1,45
"Bien, ya me cansé de los chistes sobre el cabello. Mañana por la mañana, antes de irnos, iré al salón.",Monica Geller,10,1,1,46
"¡Está bien, trigo sarraceno!",Chandler Bing,10,1,1,47
"Tienes que escuchar esto, es genial... ¡Es como porno gratis!",Phoebe Buffay,10,1,1,48
Bueno...*suspiro*,Ross Geller,10,1,1,49
uhm... ¿Está todo bien?,Charlie Wheeler,10,1,1,50
"Sí, es solo que... no creo que pueda hacer esto...",Ross Geller,10,1,1,51
"Ooh... ¿Es por lo que podría haber en la colcha, porque vi ese informe de noticias también, con el infrarrojo y el... Podría simplemente...",Charlie Wheeler,10,1,1,52
"¡No, no! Mira, necesito hablar con Joey. Quiero decir, ustedes acaban de romper. Antes de que pase algo más entre nosotros, necesito saber que él está de acuerdo.",Ross Geller,10,1,1,53
Yo uhm... lo entiendo completamente.,Charlie Wheeler,10,1,1,54
"Muy bien, voy a ir a buscarlos... Sólo necesito un... necesito un antes de poder... ya sabes. Abuela... abuela... abuela... Está bien, nos vemos luego.",Ross Geller,10,1,1,55
Está bien...,Charlie Wheeler,10,1,1,56
Esa es la puerta. Se ha ido...,Phoebe Buffay,10,1,1,57
Y ella... enciende la televisión... y mira... ¡Señorita Simpatía!,Chandler Bing,10,1,1,58
"Cariño, si lo sabes a través de una pared, ¡lo sabes demasiado bien!",Monica Geller,10,1,1,59
"Oigan, ¿qué están haciendo ustedes?",Ross Geller,10,1,1,60
"Oh, simplemente estamos... estamos tristes por irnos, así que simplemente nos despedimos del hotel. Te amo... Paradise Hotel, Golf resort y Spa...",Phoebe Buffay,10,1,1,61
"Sí, lo pasamos muy bien, ¡gracias!",Monica Geller,10,1,1,62
¡Adiós!,Chandler Bing,10,1,1,63
"Vale, uhm... Oigan, ¿han visto a Joey en alguna parte?",Ross Geller,10,1,1,64
Probablemente esté en su habitación con su actual novia Charlie. Esa es la situación tal como la conocemos...,Chandler Bing,10,1,1,65
"Bueno, si lo ves, ¿podrías decirle que lo estoy buscando?",Ross Geller,10,1,1,66
¡Lo entendiste!,Chandler Bing,10,1,1,67
